1,Tech expert says hidden iPhone setting doubles battery life,Mysterious object that appears in religious art that show Jesus really was magic
352,One of the largest ever alligators is caught in Mississippi with hunters planning to EAT 800lbs monster,Stonehenge mystery deepens: Scientists say the altar stone did NOT come from Orkney as claimed - as the hunt for its place of origin continues
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_72.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_93.jpg
,The group reeled in the alligator last week in the dead of night. Officials determine the creature measured 14 feet long and weighed over 800 pounds,During analysis in the lab (pictured) a previous study found a remarkable similarity with the Old Red Sandstone of the Orcadian Basin in northeast Scotland. Researchers had therefore thought that Orkney itself would be the most probable origin
353,One of the largest ever alligators is caught in Mississippi with hunters planning to EAT 800lbs monster,Stonehenge mystery deepens: Scientists say the altar stone did NOT come from Orkney as claimed - as the hunt for its place of origin continues
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_72.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_94.jpg
,The group reeled in the alligator last week in the dead of night. Officials determine the creature measured 14 feet long and weighed over 800 pounds,Stonehenge (pictured) is one of the most prominent prehistoric monuments in Britain
354,One of the largest ever alligators is caught in Mississippi with hunters planning to EAT 800lbs monster,Stonehenge mystery deepens: Scientists say the altar stone did NOT come from Orkney as claimed - as the hunt for its place of origin continues
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_72.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_95.jpg
,The group reeled in the alligator last week in the dead of night. Officials determine the creature measured 14 feet long and weighed over 800 pounds,Last month the plot thickened as scientists made a bombshell discovery that the stone circle's altar stone (pictured beneath two large sarsen stones) could be traced back to Scotland rather than Wales
355,One of the largest ever alligators is caught in Mississippi with hunters planning to EAT 800lbs monster,Stonehenge mystery deepens: Scientists say the altar stone did NOT come from Orkney as claimed - as the hunt for its place of origin continues
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_72.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_96.jpg
,The group reeled in the alligator last week in the dead of night. Officials determine the creature measured 14 feet long and weighed over 800 pounds,The origin of Stonehenge's iconic standing stones has baffled archaeologists for hundreds of years
356,One of the largest ever alligators is caught in Mississippi with hunters planning to EAT 800lbs monster,Stonehenge mystery deepens: Scientists say the altar stone did NOT come from Orkney as claimed - as the hunt for its place of origin continues
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_72.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_97.jpg
,The group reeled in the alligator last week in the dead of night. Officials determine the creature measured 14 feet long and weighed over 800 pounds,The stone (circled in red) is still likely to have come from the area that encompasses parts of Inverness Thurso Orkney and parts of Shetland
357,One of the largest ever alligators is caught in Mississippi with hunters planning to EAT 800lbs monster,Stonehenge mystery deepens: Scientists say the altar stone did NOT come from Orkney as claimed - as the hunt for its place of origin continues
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_72.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_98.jpg
,The group reeled in the alligator last week in the dead of night. Officials determine the creature measured 14 feet long and weighed over 800 pounds,Mineral analysis of the Orkney stones (pictured) reveals that the type of Old Red Sandstone in this area does not match that found in the altar stone
358,One of the largest ever alligators is caught in Mississippi with hunters planning to EAT 800lbs monster,Stonehenge mystery deepens: Scientists say the altar stone did NOT come from Orkney as claimed - as the hunt for its place of origin continues
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_72.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_99.jpg
,The group reeled in the alligator last week in the dead of night. Officials determine the creature measured 14 feet long and weighed over 800 pounds,The researchers analysed samples taken from Orkney's largest stone circle Ring of Brodgar (pictured) and others to see if it would be a match for the Stonehenge altar stone
359,One of the largest ever alligators is caught in Mississippi with hunters planning to EAT 800lbs monster,Revealed: The key sign that indicates a woman might be a PSYCHOPATH
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_72.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_101.jpg
,The group reeled in the alligator last week in the dead of night. Officials determine the creature measured 14 feet long and weighed over 800 pounds,While most of these on-screen psychopaths are male studies have shown that female psychopaths are more common than we think. Pictured: Jodie Comer as Villanelle in Killing Eve
360,One of the largest ever alligators is caught in Mississippi with hunters planning to EAT 800lbs monster,Revealed: The key sign that indicates a woman might be a PSYCHOPATH
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_72.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_102.jpg
,The group reeled in the alligator last week in the dead of night. Officials determine the creature measured 14 feet long and weighed over 800 pounds,Researchers from the University of Sao Paulo say that women who use minimal makeup are more likely to have this dark personality trait (stock image)
361,One of the largest ever alligators is caught in Mississippi with hunters planning to EAT 800lbs monster,One of the largest ever alligators is caught in Mississippi with hunters planning to EAT 800lbs monster
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_73.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_74.jpg
,After taking pictures with the prized gator the team took it to a local meat processing facility,Brandi Robinson (pictured) also part of the winning team explained that the giant alligator was spotted 250 yards away from the boat
362,One of the largest ever alligators is caught in Mississippi with hunters planning to EAT 800lbs monster,Urgent warning to dog owners across the UK as a Cocker Spaniel nearly DIES after inhaling a common plant - here's what to look out for
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_73.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_81.jpg
,After taking pictures with the prized gator the team took it to a local meat processing facility,Mollie a six-year-old Cocker Spaniel from Norwich developed a recurring cough shortly after returning home from a walk with her owners through the Norfolk countryside
363,One of the largest ever alligators is caught in Mississippi with hunters planning to EAT 800lbs monster,Urgent warning to dog owners across the UK as a Cocker Spaniel nearly DIES after inhaling a common plant - here's what to look out for
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_73.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_82.jpg
,After taking pictures with the prized gator the team took it to a local meat processing facility,The seeds resemble tiny arrowheads and can easily attach themselves to an animal's fur and burrow into the skin
364,One of the largest ever alligators is caught in Mississippi with hunters planning to EAT 800lbs monster,Stonehenge mystery deepens: Scientists say the altar stone did NOT come from Orkney as claimed - as the hunt for its place of origin continues
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_73.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_91.jpg
,After taking pictures with the prized gator the team took it to a local meat processing facility,Researchers had previously suggested Orkney (pictured) as this area has several advanced neolithic structures such as the Ring of Brodgar Skara Brae and the Stones of Steness (shown on map)
365,One of the largest ever alligators is caught in Mississippi with hunters planning to EAT 800lbs monster,Stonehenge mystery deepens: Scientists say the altar stone did NOT come from Orkney as claimed - as the hunt for its place of origin continues
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_73.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_92.jpg
,After taking pictures with the prized gator the team took it to a local meat processing facility,nan
366,One of the largest ever alligators is caught in Mississippi with hunters planning to EAT 800lbs monster,Stonehenge mystery deepens: Scientists say the altar stone did NOT come from Orkney as claimed - as the hunt for its place of origin continues
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_73.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_93.jpg
,After taking pictures with the prized gator the team took it to a local meat processing facility,During analysis in the lab (pictured) a previous study found a remarkable similarity with the Old Red Sandstone of the Orcadian Basin in northeast Scotland. Researchers had therefore thought that Orkney itself would be the most probable origin
367,One of the largest ever alligators is caught in Mississippi with hunters planning to EAT 800lbs monster,Stonehenge mystery deepens: Scientists say the altar stone did NOT come from Orkney as claimed - as the hunt for its place of origin continues
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_73.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_94.jpg
,After taking pictures with the prized gator the team took it to a local meat processing facility,Stonehenge (pictured) is one of the most prominent prehistoric monuments in Britain
368,One of the largest ever alligators is caught in Mississippi with hunters planning to EAT 800lbs monster,Stonehenge mystery deepens: Scientists say the altar stone did NOT come from Orkney as claimed - as the hunt for its place of origin continues
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_73.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_95.jpg
,After taking pictures with the prized gator the team took it to a local meat processing facility,Last month the plot thickened as scientists made a bombshell discovery that the stone circle's altar stone (pictured beneath two large sarsen stones) could be traced back to Scotland rather than Wales
369,One of the largest ever alligators is caught in Mississippi with hunters planning to EAT 800lbs monster,Stonehenge mystery deepens: Scientists say the altar stone did NOT come from Orkney as claimed - as the hunt for its place of origin continues
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_73.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_96.jpg
,After taking pictures with the prized gator the team took it to a local meat processing facility,The origin of Stonehenge's iconic standing stones has baffled archaeologists for hundreds of years
370,One of the largest ever alligators is caught in Mississippi with hunters planning to EAT 800lbs monster,Stonehenge mystery deepens: Scientists say the altar stone did NOT come from Orkney as claimed - as the hunt for its place of origin continues
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_73.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_97.jpg
,After taking pictures with the prized gator the team took it to a local meat processing facility,The stone (circled in red) is still likely to have come from the area that encompasses parts of Inverness Thurso Orkney and parts of Shetland
371,One of the largest ever alligators is caught in Mississippi with hunters planning to EAT 800lbs monster,Stonehenge mystery deepens: Scientists say the altar stone did NOT come from Orkney as claimed - as the hunt for its place of origin continues
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_73.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_98.jpg
,After taking pictures with the prized gator the team took it to a local meat processing facility,Mineral analysis of the Orkney stones (pictured) reveals that the type of Old Red Sandstone in this area does not match that found in the altar stone
372,One of the largest ever alligators is caught in Mississippi with hunters planning to EAT 800lbs monster,Stonehenge mystery deepens: Scientists say the altar stone did NOT come from Orkney as claimed - as the hunt for its place of origin continues
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_73.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_99.jpg
,After taking pictures with the prized gator the team took it to a local meat processing facility,The researchers analysed samples taken from Orkney's largest stone circle Ring of Brodgar (pictured) and others to see if it would be a match for the Stonehenge altar stone
373,One of the largest ever alligators is caught in Mississippi with hunters planning to EAT 800lbs monster,Revealed: The key sign that indicates a woman might be a PSYCHOPATH
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_73.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_101.jpg
,After taking pictures with the prized gator the team took it to a local meat processing facility,While most of these on-screen psychopaths are male studies have shown that female psychopaths are more common than we think. Pictured: Jodie Comer as Villanelle in Killing Eve
374,One of the largest ever alligators is caught in Mississippi with hunters planning to EAT 800lbs monster,Revealed: The key sign that indicates a woman might be a PSYCHOPATH
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_73.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_102.jpg
,After taking pictures with the prized gator the team took it to a local meat processing facility,Researchers from the University of Sao Paulo say that women who use minimal makeup are more likely to have this dark personality trait (stock image)
375,One of the largest ever alligators is caught in Mississippi with hunters planning to EAT 800lbs monster,Urgent warning to dog owners across the UK as a Cocker Spaniel nearly DIES after inhaling a common plant - here's what to look out for
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_74.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_81.jpg
,Brandi Robinson (pictured) also part of the winning team explained that the giant alligator was spotted 250 yards away from the boat,Mollie a six-year-old Cocker Spaniel from Norwich developed a recurring cough shortly after returning home from a walk with her owners through the Norfolk countryside
376,One of the largest ever alligators is caught in Mississippi with hunters planning to EAT 800lbs monster,Urgent warning to dog owners across the UK as a Cocker Spaniel nearly DIES after inhaling a common plant - here's what to look out for
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_74.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_82.jpg
,Brandi Robinson (pictured) also part of the winning team explained that the giant alligator was spotted 250 yards away from the boat,The seeds resemble tiny arrowheads and can easily attach themselves to an animal's fur and burrow into the skin
377,One of the largest ever alligators is caught in Mississippi with hunters planning to EAT 800lbs monster,Stonehenge mystery deepens: Scientists say the altar stone did NOT come from Orkney as claimed - as the hunt for its place of origin continues
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_74.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_91.jpg
,Brandi Robinson (pictured) also part of the winning team explained that the giant alligator was spotted 250 yards away from the boat,Researchers had previously suggested Orkney (pictured) as this area has several advanced neolithic structures such as the Ring of Brodgar Skara Brae and the Stones of Steness (shown on map)
378,One of the largest ever alligators is caught in Mississippi with hunters planning to EAT 800lbs monster,Stonehenge mystery deepens: Scientists say the altar stone did NOT come from Orkney as claimed - as the hunt for its place of origin continues
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_74.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_92.jpg
,Brandi Robinson (pictured) also part of the winning team explained that the giant alligator was spotted 250 yards away from the boat,nan
379,One of the largest ever alligators is caught in Mississippi with hunters planning to EAT 800lbs monster,Stonehenge mystery deepens: Scientists say the altar stone did NOT come from Orkney as claimed - as the hunt for its place of origin continues
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_74.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_93.jpg
,Brandi Robinson (pictured) also part of the winning team explained that the giant alligator was spotted 250 yards away from the boat,During analysis in the lab (pictured) a previous study found a remarkable similarity with the Old Red Sandstone of the Orcadian Basin in northeast Scotland. Researchers had therefore thought that Orkney itself would be the most probable origin
380,One of the largest ever alligators is caught in Mississippi with hunters planning to EAT 800lbs monster,Stonehenge mystery deepens: Scientists say the altar stone did NOT come from Orkney as claimed - as the hunt for its place of origin continues
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_74.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_94.jpg
,Brandi Robinson (pictured) also part of the winning team explained that the giant alligator was spotted 250 yards away from the boat,Stonehenge (pictured) is one of the most prominent prehistoric monuments in Britain
381,One of the largest ever alligators is caught in Mississippi with hunters planning to EAT 800lbs monster,Stonehenge mystery deepens: Scientists say the altar stone did NOT come from Orkney as claimed - as the hunt for its place of origin continues
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_74.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_95.jpg
,Brandi Robinson (pictured) also part of the winning team explained that the giant alligator was spotted 250 yards away from the boat,Last month the plot thickened as scientists made a bombshell discovery that the stone circle's altar stone (pictured beneath two large sarsen stones) could be traced back to Scotland rather than Wales
382,One of the largest ever alligators is caught in Mississippi with hunters planning to EAT 800lbs monster,Stonehenge mystery deepens: Scientists say the altar stone did NOT come from Orkney as claimed - as the hunt for its place of origin continues
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_74.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_96.jpg
,Brandi Robinson (pictured) also part of the winning team explained that the giant alligator was spotted 250 yards away from the boat,The origin of Stonehenge's iconic standing stones has baffled archaeologists for hundreds of years
383,One of the largest ever alligators is caught in Mississippi with hunters planning to EAT 800lbs monster,Stonehenge mystery deepens: Scientists say the altar stone did NOT come from Orkney as claimed - as the hunt for its place of origin continues
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_74.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_97.jpg
,Brandi Robinson (pictured) also part of the winning team explained that the giant alligator was spotted 250 yards away from the boat,The stone (circled in red) is still likely to have come from the area that encompasses parts of Inverness Thurso Orkney and parts of Shetland
384,One of the largest ever alligators is caught in Mississippi with hunters planning to EAT 800lbs monster,Stonehenge mystery deepens: Scientists say the altar stone did NOT come from Orkney as claimed - as the hunt for its place of origin continues
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_74.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_98.jpg
,Brandi Robinson (pictured) also part of the winning team explained that the giant alligator was spotted 250 yards away from the boat,Mineral analysis of the Orkney stones (pictured) reveals that the type of Old Red Sandstone in this area does not match that found in the altar stone
385,One of the largest ever alligators is caught in Mississippi with hunters planning to EAT 800lbs monster,Stonehenge mystery deepens: Scientists say the altar stone did NOT come from Orkney as claimed - as the hunt for its place of origin continues
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_74.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_99.jpg
,Brandi Robinson (pictured) also part of the winning team explained that the giant alligator was spotted 250 yards away from the boat,The researchers analysed samples taken from Orkney's largest stone circle Ring of Brodgar (pictured) and others to see if it would be a match for the Stonehenge altar stone
386,One of the largest ever alligators is caught in Mississippi with hunters planning to EAT 800lbs monster,Revealed: The key sign that indicates a woman might be a PSYCHOPATH
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_74.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_101.jpg
,Brandi Robinson (pictured) also part of the winning team explained that the giant alligator was spotted 250 yards away from the boat,While most of these on-screen psychopaths are male studies have shown that female psychopaths are more common than we think. Pictured: Jodie Comer as Villanelle in Killing Eve
387,One of the largest ever alligators is caught in Mississippi with hunters planning to EAT 800lbs monster,Revealed: The key sign that indicates a woman might be a PSYCHOPATH
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_74.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_102.jpg
,Brandi Robinson (pictured) also part of the winning team explained that the giant alligator was spotted 250 yards away from the boat,Researchers from the University of Sao Paulo say that women who use minimal makeup are more likely to have this dark personality trait (stock image)
388,Urgent warning to dog owners across the UK as a Cocker Spaniel nearly DIES after inhaling a common plant - here's what to look out for,Urgent warning to dog owners across the UK as a Cocker Spaniel nearly DIES after inhaling a common plant - here's what to look out for
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_81.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_82.jpg
,Mollie a six-year-old Cocker Spaniel from Norwich developed a recurring cough shortly after returning home from a walk with her owners through the Norfolk countryside,The seeds resemble tiny arrowheads and can easily attach themselves to an animal's fur and burrow into the skin
389,Urgent warning to dog owners across the UK as a Cocker Spaniel nearly DIES after inhaling a common plant - here's what to look out for,Stonehenge mystery deepens: Scientists say the altar stone did NOT come from Orkney as claimed - as the hunt for its place of origin continues
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_81.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_91.jpg
,Mollie a six-year-old Cocker Spaniel from Norwich developed a recurring cough shortly after returning home from a walk with her owners through the Norfolk countryside,Researchers had previously suggested Orkney (pictured) as this area has several advanced neolithic structures such as the Ring of Brodgar Skara Brae and the Stones of Steness (shown on map)
390,Urgent warning to dog owners across the UK as a Cocker Spaniel nearly DIES after inhaling a common plant - here's what to look out for,Stonehenge mystery deepens: Scientists say the altar stone did NOT come from Orkney as claimed - as the hunt for its place of origin continues
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_81.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_92.jpg
,Mollie a six-year-old Cocker Spaniel from Norwich developed a recurring cough shortly after returning home from a walk with her owners through the Norfolk countryside,nan
391,Urgent warning to dog owners across the UK as a Cocker Spaniel nearly DIES after inhaling a common plant - here's what to look out for,Stonehenge mystery deepens: Scientists say the altar stone did NOT come from Orkney as claimed - as the hunt for its place of origin continues
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_81.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_93.jpg
,Mollie a six-year-old Cocker Spaniel from Norwich developed a recurring cough shortly after returning home from a walk with her owners through the Norfolk countryside,During analysis in the lab (pictured) a previous study found a remarkable similarity with the Old Red Sandstone of the Orcadian Basin in northeast Scotland. Researchers had therefore thought that Orkney itself would be the most probable origin
392,Urgent warning to dog owners across the UK as a Cocker Spaniel nearly DIES after inhaling a common plant - here's what to look out for,Stonehenge mystery deepens: Scientists say the altar stone did NOT come from Orkney as claimed - as the hunt for its place of origin continues
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_81.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_94.jpg
,Mollie a six-year-old Cocker Spaniel from Norwich developed a recurring cough shortly after returning home from a walk with her owners through the Norfolk countryside,Stonehenge (pictured) is one of the most prominent prehistoric monuments in Britain
393,Urgent warning to dog owners across the UK as a Cocker Spaniel nearly DIES after inhaling a common plant - here's what to look out for,Stonehenge mystery deepens: Scientists say the altar stone did NOT come from Orkney as claimed - as the hunt for its place of origin continues
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_81.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_95.jpg
,Mollie a six-year-old Cocker Spaniel from Norwich developed a recurring cough shortly after returning home from a walk with her owners through the Norfolk countryside,Last month the plot thickened as scientists made a bombshell discovery that the stone circle's altar stone (pictured beneath two large sarsen stones) could be traced back to Scotland rather than Wales
394,Urgent warning to dog owners across the UK as a Cocker Spaniel nearly DIES after inhaling a common plant - here's what to look out for,Stonehenge mystery deepens: Scientists say the altar stone did NOT come from Orkney as claimed - as the hunt for its place of origin continues
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_81.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_96.jpg
,Mollie a six-year-old Cocker Spaniel from Norwich developed a recurring cough shortly after returning home from a walk with her owners through the Norfolk countryside,The origin of Stonehenge's iconic standing stones has baffled archaeologists for hundreds of years
395,Urgent warning to dog owners across the UK as a Cocker Spaniel nearly DIES after inhaling a common plant - here's what to look out for,Stonehenge mystery deepens: Scientists say the altar stone did NOT come from Orkney as claimed - as the hunt for its place of origin continues
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_81.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_97.jpg
,Mollie a six-year-old Cocker Spaniel from Norwich developed a recurring cough shortly after returning home from a walk with her owners through the Norfolk countryside,The stone (circled in red) is still likely to have come from the area that encompasses parts of Inverness Thurso Orkney and parts of Shetland
396,Urgent warning to dog owners across the UK as a Cocker Spaniel nearly DIES after inhaling a common plant - here's what to look out for,Stonehenge mystery deepens: Scientists say the altar stone did NOT come from Orkney as claimed - as the hunt for its place of origin continues
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_81.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_98.jpg
,Mollie a six-year-old Cocker Spaniel from Norwich developed a recurring cough shortly after returning home from a walk with her owners through the Norfolk countryside,Mineral analysis of the Orkney stones (pictured) reveals that the type of Old Red Sandstone in this area does not match that found in the altar stone
397,Urgent warning to dog owners across the UK as a Cocker Spaniel nearly DIES after inhaling a common plant - here's what to look out for,Stonehenge mystery deepens: Scientists say the altar stone did NOT come from Orkney as claimed - as the hunt for its place of origin continues
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_81.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_99.jpg
,Mollie a six-year-old Cocker Spaniel from Norwich developed a recurring cough shortly after returning home from a walk with her owners through the Norfolk countryside,The researchers analysed samples taken from Orkney's largest stone circle Ring of Brodgar (pictured) and others to see if it would be a match for the Stonehenge altar stone
398,Urgent warning to dog owners across the UK as a Cocker Spaniel nearly DIES after inhaling a common plant - here's what to look out for,Revealed: The key sign that indicates a woman might be a PSYCHOPATH
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_81.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_101.jpg
,Mollie a six-year-old Cocker Spaniel from Norwich developed a recurring cough shortly after returning home from a walk with her owners through the Norfolk countryside,While most of these on-screen psychopaths are male studies have shown that female psychopaths are more common than we think. Pictured: Jodie Comer as Villanelle in Killing Eve
